SIT,DENOM_SOCIAL,MUN,CNPJ_CIA,SETOR_ATIV,CONTROLE_ACIONARIO,UF
ATIVO,SANTO ANTONIO ENERGIA S.A.,RIO DE JANEIRO,09.391.823/0001-60,Energia Elétrica,PRIVADO,RJ
CANCELADA,BERNA PARTICIPAÇÕES SA,SÃO PAULO,09.400.937/0001-29,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
ATIVO,K-INFRA RODOVIA DO AÇO S.A.,VASSOURAS,09.414.761/0001-64,Serviços Transporte e Logística,PRIVADO,RJ
CANCELADA,ÁQUILLA SECURITIZADORA SA,SÃO PAULO,09.439.783/0001-89,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,BASEL PARTICIPAÇÕES S/A,SÃO PAULO,09.462.140/0001-56,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,COPACABANA PRINCE PARTICIPAÇÕES S.A.,SÃO PAULO,09.462.850/0001-86,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,BALADARE PARTICIPAÇÕES S/A,SÃO PAULO,09.462.852/0001-75,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,BRT HOLDING 1 SA,SÃO PAULO,09.462.890/0001-28,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SP
ATIVO,BRASIL BIOFUELS S.A.,SÃO JOÃO DA BALIZA,09.478.309/0001-66,Energia Elétrica,PRIVADO,RR
ATIVO,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,SÃO PAULO,09.527.023/0001-23,"Saneamento, Serv. Água e Gás",PRIVADO,SP
ATIVO,PDG COMPANHIA SECURITIZADORA,SÃO PAULO,09.538.973/0001-53,Securitização de Recebíveis,PRIVADO,SP
ATIVO,MANAUS TRANSMISSORA DE ENERGIA S.A,RIO DE JANEIRO,09.584.854/0001-37,Energia Elétrica,PRIVADO,RJ
CANCELADA,AGV HOLDING S/A,VINHEDO,09.594.796/0001-22,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO,RIO DE JANEIRO,09.601.322/0001-60,Emp. Adm. Part. - Telecomunicações,PRIVADO,RJ
ATIVO,INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,JUIZ DE FORA,09.611.768/0001-76,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,MG
ATIVO,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,RIO DE JANEIRO,09.625.321/0001-56,Energia Elétrica,PRIVADO,RJ
ATIVO,W2W E-COMMERCE DE VINHOS S.A.,SERRA,09.813.204/0001-16,Comércio (Atacado e Varejo),PRIVADO,ES
CANCELADA,CENTRO HOSPITALAR  ALBERT SABIN SA,RECIFE,09.866.294/0001-03,Serviços Médicos,PRIVADO,PE
CANCELADA,INDS ALIMENTICIAS MAGUARY SA,SÃO PAULO,09.886.995/0001-04,Alimentos,PRIVADO,SP
CANCELADA,COTONOFICIO JOSE RUFINO SA,CABO DE SANTO AGOSTINHO,09.929.746/0001-59,Têxtil e Vestuário,PRIVADO,PE
CANCELADA,CIA CIMENTO ATOL,RECIFE,09.934.407/0001-60,Extração Mineral,PRIVADO,PE
CANCELADA,SA CONFECCOES BRAS SABRA,SÃO PAULO,10.074.623/0001-62,Têxtil e Vestuário,PRIVADO,SP
ATIVO,NEOGRID PARTICIPACÕES S.A.,JOINVILLE,10.139.870/0001-08,Comunicação e Informática,PRIVADO HOLDING,SC
ATIVO,CPX DISTRIBUIDORA S.A.,ITAJAÍ,10.158.356/0001-01,Comércio (Atacado e Varejo),PRIVADO,SC
CANCELADA,COMPANHIA DE LOCAÇÃO DAS AMERICAS,BELO HORIZONTE,10.215.988/0001-60,Serviços Transporte e Logística,PRIVADO,MG
CANCELADA,ELETROMOURA SA,BELO JARDIM,10.216.117/0001-60,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,PE
ATIVO,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,CATAGUASES,10.234.027/0001-00,Energia Elétrica,PRIVADO,MG
ATIVO,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,CATAGUASES,10.240.186/0001-00,Energia Elétrica,PRIVADO,MG
CANCELADA,INVITEL LEGACY SA,RIO DE JANEIRO,10.242.478/0001-81,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,RJ
CANCELADA,COPERSUCAR SA,SÃO PAULO,10.265.949/0001-77,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,GRUPO DE MODA SOMA S.A.,RIO DE JANEIRO,10.285.590/0001-08,Têxtil e Vestuário,PRIVADO,RJ
CANCELADA,NEXFUEL BIOENERGIA S/A,SÃO PAULO,10.302.690/0001-97,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
ATIVO,REGENERA RIO S.A.,SÃO PAULO,10.319.900/0001-50,"Saneamento, Serv. Água e Gás",PRIVADO,SP
ATIVO,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA,RIO DE JANEIRO,10.324.624/0001-18,Serviços Transporte e Logística,PRIVADO HOLDING,RJ
CANCELADA,NPF SECURITIZADORA S.A.,RIO DE JANEIRO,10.337.440/0001-92,Securitização de Recebíveis,PRIVADO,RJ
ATIVO,AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A,RIO DE JANEIRO,10.338.320/0001-00,Energia Elétrica,PRIVADO HOLDING,RJ
CANCELADA,ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.,SÃO PAULO,10.345.009/0001-98,Farmacêutico e Higiene,ESTRANGEIRO,SP
CANCELADA,ELEKEIROZ SA,VÁRZEA PAULISTA,10.362.796/0001-86,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,DUXXI IMOBILIÁRIA S.A.,SÃO PAULO,10.382.341/0001-22,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",ESTRANGEIRO HOLDING,SP
CANCELADA,GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.,SÃO PAULO,10.440.482/0001-54,Intermediação Financeira,PRIVADO,SP
CANCELADA,REAG CAPITAL HOLDING S.A.,SÃO PAULO,10.452.416/0001-02,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SP
CANCELADA,PRIVALIA BRASIL S.A.,SÃO PAULO,10.464.223/0001-63,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,INFRASEC SECURITIZADORA S/A,SÃO PAULO,10.488.244/0001-19,Securitização de Recebíveis,PRIVADO,SP
ATIVO,TERMELÉTRICA PERNAMBUCO III S.A.,IGARASSU,10.502.676/0001-37,Energia Elétrica,PRIVADO,PE
CANCELADA,RANDON NORDESTE SA VEICS IMPLS,GUARULHOS,10.523.280/0001-76,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,BAURU,10.531.501/0001-58,Serviços Transporte e Logística,PRIVADO,SP
ATIVO,URBA DESENVOLVIMENTO URBANO S.A.,BELO HORIZONTE,10.571.175/0001-02,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,MG
CANCELADA,BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,SÃO PAULO,10.603.674/0001-34,Alimentos,PRIVADO HOLDING,SP
CANCELADA,BARI SECURITIZADORA S.A.,SÃO PAULO,10.608.405/0001-60,Securitização de Recebíveis,PRIVADO,SP
ATIVO,PRIO S.A.,RIO DE JANEIRO,10.629.105/0001-68,Petróleo e Gás,PRIVADO HOLDING,RJ
ATIVO,VIARONDON CONCESSIONÁRIA DE RODOVIA SA,LINS,10.635.691/0001-53,Serviços Transporte e Logística,PRIVADO HOLDING,SP
ATIVO,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,ITATIBA,10.647.979/0001-48,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,FRAME SECURITIZADORA S/A,RIO DE JANEIRO,10.661.519/0001-74,Securitização de Recebíveis,PRIVADO,RJ
CANCELADA,BANCO AGIBANK S.A.,PORTO ALEGRE,10.664.513/0001-50,Intermediação Financeira,PRIVADO,RS
CANCELADA,VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,SALVADOR,10.670.314/0001-55,Serviços Transporte e Logística,PRIVADO,BA
ATIVO,CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL,SALTO,10.678.505/0001-63,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,INDS COELHO SA,RECIFE,10.728.806/0001-54,Alimentos,PRIVADO,PE
CANCELADA,GYPSUM DO NE SA IC DE GESSO,PETROLINA,10.737.120/0001-20,Extração Mineral,PRIVADO,PE
ATIVO,BRBI BR PARTNERS S.A,SÃO PAULO,10.739.356/0001-03,Emp. Adm. Part. - Bancos,PRIVADO,SP
CANCELADA,PRÁTICA PARTICIPAÇÕES S.A.,POUSO ALEGRE,10.747.021/0001-29,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",PRIVADO HOLDING,MG
CANCELADA,ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A,SÃO PAULO,10.753.164/0001-43,Securitização de Recebíveis,PRIVADO,SP
ATIVO,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,SANTO ANDRÉ,10.760.260/0001-19,Hospedagem e Turismo,PRIVADO,SP
CANCELADA,INDS MINERVA SA,RECIFE,10.775.468/0001-01,Embalagens,PRIVADO,PE
CANCELADA,MOINHO RECIFE SA EMPR E PART,RECIFE,10.781.276/0001-08,Alimentos,ESTRANGEIRO,PE
CANCELADA,BANORTE CRED FIN E INVEST SA,RECIFE,10.781.524/0001-10,Bancos,PRIVADO,PE
CANCELADA,BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL,RECIFE,10.781.532/0001-67,Bancos,PRIVADO,PE
CANCELADA,PEIXE SA,SÃO PAULO,10.782.175/0001-51,Alimentos,PRIVADO,SP
CANCELADA,SA BRASILEIRA IND OTICA SABIO,CARPINA,10.782.548/0001-94,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,PE
CANCELADA,CIA FABRICA YOLANDA,RECIFE,10.783.777/0001-23,Têxtil e Vestuário,PRIVADO,PE
CANCELADA,CICANORTE IND DE CONS ALIM SA,IGARASSU,10.790.616/0001-67,Alimentos,PRIVADO HOLDING,PE
CANCELADA,CERAMICA SANTO ANTONIO SA,RECIFE,10.791.218/0001-65,Extração Mineral,PRIVADO,PE
CANCELADA,CIA PARAIBA CIM PORTL CIMEPAR,RECIFE,10.804.300/0001-87,Extração Mineral,PRIVADO,PE
CANCELADA,CIA SID NORDESTE,PORTO ALEGRE,10.806.057/0001-36,Metalurgia e Siderurgia,PRIVADO,RS
ATIVO,BOA SAFRA SEMENTES S.A,FORMOSA,10.807.374/0001-77,Alimentos,PRIVADO,GO
CANCELADA,SIDERURGICA ACONORTE SA,PORTO ALEGRE,10.807.923/0001-03,Metalurgia e Siderurgia,PRIVADO,RS
CANCELADA,BAPTISTA DA SILVA PARTICIPAÇÕES E PROJETOS SA,RECIFE,10.809.341/0001-66,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,PE
CANCELADA,INDS ROMI DO NORDESTE SA,SANTA BÁRBARA D'OESTE,10.810.653/0001-90,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,BRAZAL - BRASIL ALIMENTOS S.A.,SÃO PAULO,10.826.798/0001-89,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,FAB DA PEDRA SA FIAÇÃO E TECELAGEM,DELMIRO GOUVEIA,10.831.642/0001-96,Têxtil e Vestuário,PRIVADO,AL
ATIVO,CIA ENERGÉTICA DE PERNAMBUCO - CELPE,RECIFE,10.835.932/0001-08,Energia Elétrica,PRIVADO HOLDING,PE
ATIVO,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,SÃO PAULO,10.841.050/0001-55,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,PORTX OPERAÇÕES PORTUÁRIAS S.A.,RIO DE JANEIRO,10.846.981/0001-46,Emp. Adm. Part. - Serviços Transporte e Logística,ESTRANGEIRO,RJ
CANCELADA,EBX BRASIL SA,RIO DE JANEIRO,10.847.761/0001-37,Emp. Adm. Part. - Serviços Transporte e Logística,ESTRANGEIRO,RJ
CANCELADA,FLEX GESTAO DE RELACIONAMENTOS SA EM RECUPERACAO JUDICIAL,SÃO PAULO,10.851.805/0001-00,Comunicação e Informática,PRIVADO,SP
CANCELADA,BANCO DE PERNAMBUCO S.A. - BANDEPE,SÃO PAULO,10.866.788/0001-77,Bancos,PRIVADO,SP
CANCELADA,ALUMINIO EXTRUSAO LAMINACAO,RIO DE JANEIRO,10.886.893/0001-78,Emp. Adm. Participações,ESTATAL,RJ
CANCELADA,BOLERO PARTICIPAÇÕES SA,RIO DE JANEIRO,10.894.123/0001-77,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,RJ
CANCELADA,CIA. DE CIMENTOS DO BRASIL,SÃO PAULO,10.919.934/0001-85,Extração Mineral,ESTRANGEIRO,SP
CANCELADA,SARABOR SA REGENS ARTEFS BORR,SÃO PAULO,10.922.052/0001-79,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,BANORTE CRED IMOBILIARIO SA,RECIFE,10.925.675/0001-03,Crédito Imobiliário,PRIVADO,PE
CANCELADA,MADEIRA SINTETICA SA,RECIFE,10.927.820/0001-87,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,PE
CANCELADA,VOLNOR INDUSTRIA E COMERCIO SA,ABREU E LIMA,10.935.054/0001-00,Metalurgia e Siderurgia,PRIVADO,PE
CANCELADA,SPRINGER CARRIER NE SA,RIO DE JANEIRO,10.948.651/0001-61,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,RJ
CANCELADA,RAN REF ACUCAR NORTE SA,JABOATÃO DOS GUARARAPES,10.964.948/0001-10,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,PE
CANCELADA,ICANOR SA ARAMES E CABOS,IGARASSU,10.969.780/0001-36,Outras Atividades Industriais,PRIVADO,PE
CANCELADA,TECANOR SA TEXTIL CATAR DO NE,PAULISTA,10.972.032/0001-02,Têxtil e Vestuário,PRIVADO,PE
CANCELADA,ARTEFATOS PAPEL NE SA ARTEPE,IGARASSU,10.976.124/0001-60,Outras Atividades Industriais,PRIVADO,PE
CANCELADA,IPLAC DO BR SA PLASTICOS INDL,FORTALEZA,11.029.196/0001-63,Petroquímicos e Borracha,PRIVADO HOLDING,CE
CANCELADA,ADESENE ADESIVOS NO NORDESTE SA,JOÃO PESSOA,11.029.808/0001-18,Petroquímicos e Borracha,PRIVADO,PB
CANCELADA,AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA,SÃO PAULO,11.040.082/0001-14,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,MULTIPLUS SA,BARUERI,11.094.546/0001-75,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,BR HOME CENTERS S.A.,GOIÂNIA,11.102.250/0001-59,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,GO
CANCELADA,FIBRASIL TEXTIL SA,PAULISTA,11.136.660/0001-10,Têxtil e Vestuário,PRIVADO,PE
CANCELADA,SUL INVEST SECURITIZADORA S.A.,CURITIBA,11.181.400/0001-67,Securitização de Recebíveis,PRIVADO,PR
CANCELADA,GÁVEA SECURITIZADORA S.A.,CURITIBA,11.193.684/0001-01,Securitização de Recebíveis,PRIVADO HOLDING,PR
CANCELADA,AQUA-RIO S/A,RIO DE JANEIRO,11.197.023/0001-54,Brinquedos e Lazer,PRIVADO,RJ
CANCELADA,BSI CAPITAL SECURITIZADORA S.A.,SÃO PAULO,11.257.352/0001-43,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,COMPANHIA PAULISTA DE SECURITIZAÇÃO,SÃO PAULO,11.274.829/0001-07,Emp. Adm. Part. - Securitização de Recebíveis,ESTATAL,SP
ATIVO,YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,SÃO PAULO,11.284.204/0001-18,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SP
CANCELADA,POTHENCIA S/A - REFLORESTADORA,CAMPO GRANDE,11.306.912/0001-02,Reflorestamento,PRIVADO,MS
ATIVO,MASSA FALIDA DA BRASIL PHARMA SA,SÃO PAULO,11.395.624/0001-71,Farmacêutico e Higiene,PRIVADO HOLDING,SP
CANCELADA,3A COMPANHIA SECURITIZADORA,RIO DE JANEIRO,11.396.633/0001-87,Securitização de Recebíveis,PRIVADO,RJ
ATIVO,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,SÃO PAULO,11.421.994/0001-36,"Saneamento, Serv. Água e Gás",PRIVADO,SP
CANCELADA,BANORTE BANCO INVEST SA,RECIFE,11.558.657/0001-95,Bancos,PRIVADO,PE
CANCELADA,TEREOS INTERNACIONAL S/A,SÃO PAULO,11.566.501/0001-56,Alimentos,ESTRANGEIRO HOLDING,SP
CANCELADA,SAAG INVESTIMENTOS S.A.,BELO HORIZONTE,11.616.840/0001-08,Emp. Adm. Part. - Telecomunicações,PRIVADO,MG
CANCELADA,ENAUTA PARTICIPAÇÕES S.A.,RIO DE JANEIRO,11.669.021/0001-10,Emp. Adm. Part. - Petróleo e Gás,PRIVADO HOLDING,RJ
CANCELADA,MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E COMÉRCIO SA,CARIACICA,11.703.519/0001-52,Têxtil e Vestuário,PRIVADO,ES
CANCELADA,TRX SECURITIZADORA S.A.,SÃO PAULO,11.716.471/0001-17,Securitização de Recebíveis,PRIVADO HOLDING,SP
CANCELADA,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,SÃO PAULO,11.721.921/0001-60,Emp. Adm. Part. - Seguradoras e Corretoras,PRIVADO,SP
CANCELADA,BOA VISTA SERVIÇOS S.A.,BARUERI,11.725.176/0001-27,Comunicação e Informática,PRIVADO,SP
CANCELADA,RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA,SÃO PAULO,11.818.783/0001-31,Bebidas e Fumo,PRIVADO,SP
CANCELADA,MCM CIMENTOS S.A.,SÃO PAULO,11.858.621/0001-27,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SP
ATIVO,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,SÃO PAULO,11.992.680/0001-93,Seguradoras e Corretoras,PRIVADO,SP
CANCELADA,ROPASC PARTICIPAÇÕES S/A,SÃO PAULO,11.995.745/0001-54,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SP
CANCELADA,PASCRO PARTICIPAÇÕES S/A,RIO DE JANEIRO,11.995.753/0001-09,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,RJ
ATIVO,MOURA DUBEUX ENGENHARIA S/A,RECIFE,12.049.631/0001-84,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,PE
CANCELADA,COMPANHIA AURIFERA BRASILEIRA SA,CAMPO LARGO,12.078.880/0001-06,Emp. Adm. Part. - Extração Mineral,PRIVADO,PR
ATIVO,BRAVA ENERGIA S.A.,RIO DE JANEIRO,12.091.809/0001-55,Petróleo e Gás,PRIVADO,RJ
ATIVO,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,SÃO PAULO,12.104.241/0004-02,Serviços Médicos,PRIVADO,SP
ATIVO,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,RIO DE JANEIRO,12.108.897/0001-50,Comércio (Atacado e Varejo),PRIVADO HOLDING,RJ
CANCELADA,REDENTOR ENERGIA S/A,BELO HORIZONTE,12.126.500/0001-53,Emp. Adm. Part. - Energia Elétrica,PRIVADO,MG
CANCELADA,TRUE SECURITIZADORA S.A.,SÃO PAULO,12.130.744/0001-00,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,OCTANTE SECURITIZADORA SA,SÃO PAULO,12.139.922/0001-63,Securitização de Recebíveis,PRIVADO,SP
ATIVO,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,PORTO ALEGRE,12.181.987/0001-77,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,RS
CANCELADA,POLO CAPITAL SECURITIZADORA S/A,RIO DE JANEIRO,12.261.588/0001-16,Securitização de Recebíveis,PRIVADO HOLDING,RJ
CANCELADA,CIA SID ALAGOAS COMESA,ATALAIA,12.287.314/0001-04,Metalurgia e Siderurgia,PRIVADO,AL
CANCELADA,SALGEMA INDS QUIMICAS SA,SALVADOR,12.296.919/0001-53,Petroquímicos e Borracha,PRIVADO,BA
CANCELADA,FIVES LILLE INDL NORDESTE SA,MACEIÓ,12.297.305/0001-96,Outras Atividades Industriais,PRIVADO,AL
ATIVO,NORTE ENERGIA S.A,BRASÍLIA,12.300.288/0001-07,Energia Elétrica,PRIVADO,DF
CANCELADA,OURINVEST SECURITIZADORA S.A.,SÃO PAULO,12.320.349/0001-90,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL,CURITIBA,12.394.916/0001-52,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,PR
CANCELADA,EOX ENERGIA EÓLICA S.A.,CURITIBA,12.394.936/0001-23,Emp. Adm. Part. - Energia Elétrica,PRIVADO,PR
CANCELADA,LOUCOS POR FUTEBOL S.A.,CURITIBA,12.394.972/0001-97,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,PR
CANCELADA,UTILIUM PARTICIPAÇÕES S.A.,RIO DE JANEIRO,12.394.991/0001-13,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,RJ
CANCELADA,DELUXE MOTORS S.A.,CURITIBA,12.395.010/0001-52,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,PR
CANCELADA,INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO,CURITIBA,12.395.063/0001-73,Emp. Adm. Part. - Educação,PRIVADO,PR
ATIVO,CM HOSPITALAR S.A,RIBEIRÃO PRETO,12.420.164/0001-57,Comércio (Atacado e Varejo),PRIVADO,SP
ATIVO,FERREIRA GOMES ENERGIA S.A.,SÃO PAULO,12.489.315/0001-23,Energia Elétrica,PRIVADO HOLDING,SP
CANCELADA,DROGARIAS AMERICANAS SA,CURITIBA,12.492.734/0001-14,Farmacêutico e Higiene,PRIVADO,PR
CANCELADA,PROVIDAX PARTICIPAÇÕES S/A,SÃO PAULO,12.498.904/0001-78,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,VOSTOK PARTICIPAÇÕES SA,SÃO PAULO,12.499.618/0001-27,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,MENFIS PARTICIPAÇÕES S/A,SÃO PAULO,12.499.629/0001-07,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
ATIVO,AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,CAUCAIA,12.528.708/0001-07,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,CE
CANCELADA,STEIN SP II PARTICIPAÇÕES S.A.,SÃO PAULO,12.592.746/0001-10,Emp. Adm. Part. - Petróleo e Gás,PRIVADO HOLDING,SP
CANCELADA,PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A,RIO DE JANEIRO,12.592.795/0001-53,Petróleo e Gás,ESTRANGEIRO,RJ
ATIVO,MNLT S.A.,SÃO PAULO,12.592.831/0001-89,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,PLAY BEVERAGE SOUTH AMERICA SA,ITAJAÍ,12.610.072/0001-30,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SC
CANCELADA,EKOPARKING SA,CURITIBA,12.610.097/0001-33,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,PR
CANCELADA,INTERCOSMETIC HOLDING S/A,CURITIBA,12.610.116/0001-21,Emp. Adm. Part. - Farmacêutico e Higiene,PRIVADO,PR
CANCELADA,ATLETAS BRASILEIROS S/A,CURITIBA,12.610.165/0001-64,Brinquedos e Lazer,PRIVADO,PR
CANCELADA,BRASIL PLURAL SECURITIZADORA S.A.,SÃO PAULO,12.610.764/0001-88,Securitização de Recebíveis,PRIVADO HOLDING,SP
CANCELADA,COMPANHIA FERRÍFERA BRASILEIRA S.A.,CURITIBA,12.646.054/0001-08,Emp. Adm. Part. - Extração Mineral,PRIVADO,PR
ATIVO,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,SÃO PAULO,12.648.266/0001-24,"Saneamento, Serv. Água e Gás",PRIVADO,SP
ATIVO,HIDROVIAS DO BRASIL S.A.,SÃO PAULO,12.648.327/0001-53,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,PATMOS PARTICIPAÇÕES S/A,SÃO PAULO,12.668.780/0001-21,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,EGEU PARTICIPAÇÕES SA,SÃO PAULO,12.668.792/0001-56,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SP
CANCELADA,HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A,SERTANEJA,12.827.269/0001-25,Hospedagem e Turismo,PRIVADO,PR
CANCELADA,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,PARANAGUÁ,12.919.786/0001-24,Serviços Transporte e Logística,PRIVADO,PR
CANCELADA,FORTE SECURITIZADORA S.A.,SÃO PAULO,12.979.898/0001-70,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,BOMPRECO SA SUPERMERCADO DO NE,RECIFE,13.004.510/0001-89,Comércio (Atacado e Varejo),PRIVADO,PE
CANCELADA,BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORDINÁRIA,GOIÂNIA,13.004.577/0001-13,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,GO
CANCELADA,BCO CREDIPLAN SA,SÃO PAULO,13.007.703/0001-93,Bancos,PRIVADO,SP
ATIVO,BANCO DO ESTADO DE SERGIPE SA,ARACAJU,13.009.717/0001-46,Bancos,ESTATAL,SE
CANCELADA,NORCON SOCIEDADE NORDESTINA DE CONSTRUCÕES S/A,ARACAJU,13.015.151/0001-65,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SE
ATIVO,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A,ARACAJU,13.017.462/0001-63,Energia Elétrica,PRIVADO,SE
CANCELADA,CERAMICA SANTA MARCIA SA,ARACAJU,13.034.863/0001-21,Extração Mineral,PRIVADO,SE
CANCELADA,CURTUME INDL NE B SA CURTINBRA,PORTO ALEGRE,13.073.580/0001-99,Têxtil e Vestuário,PRIVADO,RS
ATIVO,GRUPO SBF S.A.,SÃO PAULO,13.217.485/0001-11,Comércio (Atacado e Varejo),PRIVADO HOLDING,SP
ATIVO,KORA SAÚDE PARTICIPAÇÕES S.A.,VITÓRIA,13.270.520/0001-66,Serviços Médicos,PRIVADO,ES
CANCELADA,VIGOR ALIMENTOS S.A.,SÃO PAULO,13.324.184/0001-97,Emp. Adm. Part. - Alimentos,PRIVADO,SP
CANCELADA,REIT SECURITIZADORA S.A.,RIO DE JANEIRO,13.349.677/0001-81,Securitização de Recebíveis,PRIVADO,RJ
